Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
API,0.015079611478245436,0.007619600920608649,-0.024351427948550164,-0.010868158882132328,0.005463770001300938,0.07696259281744733,0.07724814488743559,0.014831265635370405,0.016002282335243923,-0.0125742675681213,-0.016497493892149273,-0.015571148744142227,0.048320856726970396,0.043874643874644015,0.025601780993460332,-0.01312717985334888,0.024679198559207416,0.016970494805826686,0.022981439194332154,-0.0136013168153859,0.005633802816901179,0.013658708898766747,0.0162134673487091,0.047044820997901526,-0.014111907114624511,-0.007021739797013482,0.010660386129102362,-0.0023188226564433423,-0.024872622026591018,0.042460242629957845,0.014345830145371163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APTD,-0.050426328176241486,0.017109445512694776,0.0,-0.09303484357760616,-0.13422487905586544,0.0,0.0,-0.05695522041089107,0.26399882463131985,-0.05304255578163852,-0.15923147782602987,-0.030863410279301062,-0.035718677835016366,0.05000143476139929,0.032257109004739215,0.040273626475210156,0.06429449864720849,0.052627036730185095,0.17698683568990736,0.02727633199073387,-0.035098670962545264,0.10680217526967972,-0.07207412156432902,-0.008916126916454714,-0.07438957293820803,0.025427026185751656,-0.01666252176075611,0.01694486595852296,0.06305710090377015,-0.1395344698722284,0.1834800556000169,0.2823615199719123,-0.07608044715041418,0.045442687953253014,-0.2727238232559904,0.247432195768448,0.021047289949979398,-0.17390957181355415,0.36905249924844896,0.33334547972160467,0.03277886497064597,0.3863411071111804,0.10003443526170819,-0.4117686776273589,0.41666268114209193,-0.25000896732307476,-0.23809133393457405,-0.10638141988424066,0.0
ASC,-0.1607142857142857,0.05945945945945952,-0.13145539906103287,0.10362694300518127,-0.06763285024154586,0.18965517241379315,0.27941176470588225,-0.07482993197278909,0.006849315068493178,0.10606060606060597,-0.1483870967741936,0.1439114391143912,0.17316017316017307,-0.021186440677966156,0.21649484536082464,-0.07619047619047614,-0.2193308550185874,-0.018248175182481785,-0.1273885350318471,0.05369127516778516,-0.04487179487179482,0.3448275862068966,0.0,-0.033333333333333326,0.39534883720930236,0.5495495495495495,0.04716981132075482,0.9099099099099099,0.16842105263157903,0.5079365079365079,0.3999999999999999,0.18421052631578938,0.08571428571428563,0.0,-0.125,0.4814814814814814,-0.2702702702702703,-0.13953488372093026,0.0,0.19444444444444442,-0.027027027027026973,-0.05128205128205132,-0.0714285714285714,-0.16000000000000003,-0.19354838709677424,-0.08823529411764708,-0.1282051282051282,-0.11363636363636365,0.0
AV,-0.07347055760028798,0.04625674707078398,-0.1003655098220484,0.008640971611554527,0.046327930780661886,0.0880325187281128,0.026835692479566742,0.022383768198709575,0.030504775566753795,0.07434434975038529,0.018728417813243636,-0.04863144277251985,0.04712676458006548,0.008049446600546295,0.05433052966583318,-0.07244237687958788,-0.015576553006551475,0.036076400245527385,0.015127326974944122,0.06802582299879045,0.06811979204499452,-0.008998169515230026,0.03638020430892541,-0.018473866174309128,-0.026269818229970432,0.08969670061325852,-0.04900010028025692,0.01379956123923165,-0.025589422204611134,0.10698887805103285,0.058134137851009626,0.02348345157358489,-0.016427205715093707,0.01670156577179105,-0.052288936805440334,0.02745570629515348,0.18802151874936723,-0.08519153045767536,0.08157395814702184,0.2000017170477082,-0.08399653979238753,-0.06682518016232952,-0.02878036264112216,-0.215648566908357,0.18158518782738486,0.2815023617248211,-0.20849832164177595,0.039786264647280856,0.0
AVON,0.035229791023755785,0.07321789770832843,-0.15827122766534651,-0.023417991351483036,0.12073555309825124,0.08857053692172823,0.04215645278694091,-0.011429140096914203,0.005743542364399445,-0.18691272857026597,0.002340465583233975,0.06749814123904008,0.028280768939367817,-0.015721394383957144,-0.02421824869184408,-0.05707442130279383,-0.041573255376006535,0.017816396195761364,0.13555363620659877,-0.009777358129096747,-0.019186245495359522,-0.08951877016326126,-0.0065073815073815044,0.0043591979075849885,0.004372133466415962,0.1286993904040472,-0.07830396616086333,0.004498480243161129,-0.04301312316670647,0.0,0.04138128945858055,0.03174655393624359,0.06779780096251797,0.05626590873672588,-0.05782945519633076,0.11259432127576807,0.013593427215239817,0.07949883390361401,0.08410921741056199,-0.04178713847405324,0.027603376370855637,0.02839656139039426,-0.09145704753253592,0.1333333333333333,0.17537629909416808,-0.0662013179014952,-0.15836251488703623,0.04922833030260643,0.0
AZN,-0.00888465947721817,0.13966477287188472,-0.049452598769783696,0.036463531940591265,0.09781016204709103,-0.012403035209395563,-0.0473870608742194,0.06533095037009007,0.06314062138441034,-0.04593314899647305,0.0374992842262829,0.008862309554321435,0.10731352642902725,-0.018683557196511602,0.03244157048602103,0.08722659502568941,0.011571231945675553,0.04071476781434358,0.07252577319587616,-0.09051533048312554,-0.07400836324137405,-0.0205242729754187,-0.10371804558619824,0.04301569580350684,0.005299039570795028,-0.03310932317350235,-0.03792242424242431,0.03493003872938183,-0.019246258606067435,-0.0010929660180969414,-0.01828333988866393,0.006761609927177004,-0.03829491303938126,0.07411744728690794,0.02997618653763956,0.035856886596282056,0.025315598566675535,-0.05765345497346297,0.022357415387219248,0.11010920592544182,0.06181028068848282,0.012222212872661897,-0.05900937102859605,-0.0864201996162478,0.07569706389857789,0.12949999121095446,0.059322596074953715,-0.15298664889673996,0.0
BA,-0.014675237523399165,-0.06714770518269586,-0.09015238571071704,0.009726468303215663,0.0053405961383381495,-0.025435583125324346,0.11901746157292425,0.12682613681691257,0.020071078446955104,-0.011326708277548336,0.04954381427996535,0.05465918025144889,0.07799561982479308,0.0558041193845471,0.07052271070344696,-0.01865162556986444,0.041096839570756716,0.017932554551465696,0.08893923829456307,-0.07984169471461755,0.029802680057858577,0.06700640652300538,0.12925856096812383,-0.03528789721355685,-0.01847527116093206,0.044628045408710904,-0.011913307121200756,0.049164296874121716,0.048582709647003286,0.17950036839837047,-0.014859349749376749,-0.028860988455604586,-0.07105350943302968,0.12582588012741147,-0.03703554876905357,0.1508154268273887,0.11112252937347988,0.01666405474586008,0.08434349155998633,0.12689901697944617,0.0358827418999339,-0.053075365767119576,-0.05040034881877287,-0.26843555168914013,-0.053078148168488104,-0.072578180706937,-0.3493396961110835,-0.007556260843110896,0.0
BAB,-0.010249129601573315,0.09984054204668968,-0.012821839612621289,-0.007159969067203176,0.28527937834062,-0.008114443295415552,0.05794057152859833,0.06733823254655302,0.19890987829463125,0.023704652073798904,-0.021822837810052564,0.0338470457510025,0.06517980280356506,0.13804816341829085,0.05693452344107852,-0.05386759745127445,0.0,0.027685492801772016,0.058603157613058565,0.05889734455958573,0.12284103993697326,-0.049180327868852514,0.06551036070606298,0.03152361500340417,-0.11079981416041329,0.13392401021711353,0.056608865798529084,-0.07423717167931543,-0.12927963451445368,-0.033078278246693404,0.13332538665554128,-0.06407842809131348,0.2572806171648989,0.004880369287148856,-0.07658016757504271,-0.0044702871673603095,0.0035923276983094166,0.04629409163576992,0.048559964333481975,0.17044814126782026,-0.06383851805533847,-0.06466352304711764,-0.07374301675977657,-0.025360106918342784,0.05140170702935265,0.09743745954384475,-0.07143741050435759,-0.03224868267980563,0.0
BAF,0.013053300978997484,-0.041696736428514125,-0.058223833257816104,0.03968908255800274,0.028547201808931666,0.03376883583086343,0.06277171502085,0.01824916433282131,0.06833317247369952,-0.037305458768873256,0.102545715310147,-0.015133935327649728,0.099994450918373,0.01692906720839682,-0.036273656732651816,-0.0686319201742388,0.0,0.09677240153324806,0.033293151943057264,0.02277931074972095,0.01146080760095014,0.14487728601536487,0.026304772536980048,0.013363501378773845,0.0,0.034449970743124725,0.005368041767777054,-0.04848866498740556,0.06450171309399666,-0.006438244653296787,0.0130444561061549,0.0,0.0,0.03975368306181304,0.013349131121642932,0.041718094297704233,0.01401752190237815,0.15451305269241877,0.061234921283991106,0.24500445462644782,-0.25192802056555264,-0.029656319290465638,-0.028802153432032296,-0.027995813710099404,-0.040261153427638696,0.012286053211320036,-0.050370131960090214,0.0,0.0
BAG,0.036433421907292596,0.04823591829516305,0.01582710549008337,0.011612903225806548,0.03828590837044299,-0.02205163218984707,0.02577158595103124,0.010095312753936492,0.0,0.0039061000422280223,-0.05489441985342147,0.024543013001012914,-0.04817209627342922,0.05114735197857767,0.03929033878978805,0.03951703632272574,0.009286670181272605,0.05903068564925151,0.07664031072270783,0.08592445677416105,0.01930803285820315,0.03032140691328067,0.08031047496973565,-0.003774066769767659,-0.03636811090906622,-0.06271544819632202,0.06812395630868617,0.06430277955830088,0.0434121724326626,0.011174128894422042,0.03554147832176735,0.012538275584206282,0.04185905938848489,-0.044166974273379345,0.015863440719968702,0.053647810626492376,0.04313156291438203,0.06652651696129941,0.04712827696617983,0.033826419778628214,0.10543167524299601,0.05002161279477457,0.00840295435282723,-0.008332933096393047,-0.02326781442041559,0.04203939971647852,-0.05827924319845312,0.007910915207052671,0.0
BARC,0.0056427798731104595,-0.005611117571810653,-0.09630703911553906,0.028297248083168025,0.020515521049018215,0.09940377136586998,-0.004856462866157707,0.030884525086680048,0.06394206274110203,-0.04006682037894538,0.05485427135678389,0.007203954583031136,-0.0017784184874684028,0.06338557858995086,-0.015827358417405013,-0.024523929055285443,-0.04177636022761355,-0.012793156165631148,0.01962436113865751,0.06351916191954277,0.016606065821840543,-0.003676273566199706,0.04464805553482121,0.14087415639437095,-0.009610599913972728,-0.021421644485711377,-0.05899781762828227,0.05662281817510384,-0.014838978289253069,0.015841925668600654,-0.008533263851286721,-0.029222870828903402,0.03269662462756617,0.025270848764075815,0.04528057598012425,0.026168257858332433,0.04740345829454751,-0.0062417656347820705,0.05509055238433236,0.1193039179444173,0.03038692878827498,0.018446894251702206,-0.045457811282380134,-0.14822713064437165,0.04387822796628904,0.08930951603492288,-0.12444929791342496,0.030246257846451075,0.0
BATS,0.04284551838221762,0.016986612996052974,-0.03354770336628987,0.011554256397622309,0.02564229518944461,0.08392120866675046,-0.02746111565056808,0.04130378966346382,0.022746091743400587,0.02926316329409362,0.05467472316200794,0.016005158180684154,0.03290644481565197,0.02819674633929492,0.08793492995933128,0.051611560907446785,-0.01799736156409304,0.06141501654583048,0.025067650271424213,0.022792726537807395,0.06234754552014943,0.019753687091379035,-0.038003048200771605,0.016482405485610974,-0.010588501810842699,0.07323241891482257,-0.07368322530828086,0.04715146354835076,0.0031523158460708967,0.08376426399928083,0.007792024751926974,0.0405395496303953,0.048902155401322034,0.08705692183350666,0.01564907258015613,0.0095855905875053,-0.04589203569467115,0.02039331960795221,0.10517530681987908,0.043551203949449224,-0.03480176796166756,0.06816162570888462,-0.06607229553780292,0.07912572574384269,-0.12146369018976089,0.024253619399466908,-0.16196694933212652,0.09764953558418621,0.0
BBY,0.02389917774533168,0.0480409133008497,-0.08809967213114756,-0.0253299178337143,-0.011198519671981932,0.0026410101737186498,0.03415322031055057,0.08928632610408749,0.09210304765111976,-0.03889884502196661,-0.02704672820895615,-0.05014041754139131,0.04627091434896746,0.028638707562073318,0.0695294567712319,-0.0304933456139157,0.002888901287606993,-0.057246554686678164,0.0666143028126871,0.04332216838476799,0.09025222120586851,-0.004995237591279733,0.0578896692765285,-0.009309513598248942,0.0,0.09088415839188202,-0.021345964081310398,-0.035033593857123346,0.028237081828791588,0.0631464117382543,0.10526557998693042,-0.0011399887839812495,0.10701418713997835,-0.046751457648165906,-0.014088952654232378,0.1384424408728604,-0.036085395805781295,-0.0051271341304234275,0.05978110509832568,0.26803906710448766,-0.09370469286531857,0.010876272755322214,0.11476725521669362,-0.09687940875732903,0.0684543153877002,0.178701832170568,-0.3384590499811291,0.05834084658137706,0.0
BCPT,0.021035901271503343,0.02552302057565803,-0.018999604958708782,-0.0037855362530686554,0.041230877302528945,0.025985985985985893,0.05042900403768513,0.032258064516129004,0.04007586191325574,0.006728037276963361,-0.002177315098319421,-0.019568166151519795,0.022230809446957434,0.03141631303777004,0.0,-0.004527738231381528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDEV,0.001013766849301545,0.06573198746954412,-0.07446304037441553,-0.07699151252188485,0.05833927056400756,0.014180775525523659,0.02046096445060508,0.10109735630370231,0.1689163131507907,0.05214596211928746,0.04989497938484222,-0.005511285979008407,0.000689385672574927,0.0909149406796701,0.11694075474918808,-0.09706426334831353,-0.026217879345619477,0.09489625587047334,0.05466669099135246,0.142172490675335,0.01858740004563275,-0.07792080709634164,-0.046822461723570186,0.043633372594445774,-0.04896315497130166,0.042387397167740204,-0.06244910883922916,-0.010766738564255918,0.1033287580602158,0.08762169680111276,-0.033150576825228706,0.0947565862392361,0.014315199594123973,-0.03168143272650137,-0.03630915233811782,0.07997745640894549,0.11748053786270352,-0.0717505815985825,0.14146354886866308,0.06258909186604988,-0.03730524004560243,0.09342320921535596,-0.02813362349404347,-0.03931288660904808,-0.007041047810640744,-0.044803172677900904,0.048363015509026,0.14804153134534004,0.0
BEZ,0.0023962264150942936,-0.002390498240066319,-0.09698638519198399,-0.0038266817927834484,0.12264527534358538,0.02912868265581592,0.10160980971057909,-0.01320602245661795,-0.033164052059131977,0.07618267911669685,0.008187030138086415,0.05460405589799078,-0.043971120757517745,0.02826152316196029,0.013881398457101346,0.02925063352238433,-0.06045214394231413,0.034093840129434616,0.017342557251908364,0.011705080246168675,-0.06251414091135343,0.02809955803675268,-0.048135683287574116,-0.05075768721494778,0.020723832407268272,0.02116239840515255,-0.025781666844520323,0.0,-0.0025545502927090125,0.002561092732899395,0.0486560282894295,0.09466643800377295,-0.01169491525423727,-0.07063615292873382,-0.06599550221736483,0.0764966740576496,-0.031743597607728824,-0.07804326311324761,0.10809963966786795,-0.010694358338499743,-0.04102259215219961,-0.02500828088771123,0.02040643880180837,0.12645155149438425,0.0,0.0,0.0,0.0,0.0
BISI,-0.031969663232188306,0.0,-0.17093868874468554,0.23157901989018037,0.025918857789086758,0.12926527517260644,-0.07239584490200868,-0.21770181118917575,0.03670055303025754,-0.19259485508721919,-0.20588133381073936,0.33858141919923335,0.04098734435270579,0.33478699864658745,0.1060272453667035,-0.16932571037586275,-0.0252416101787305,0.044623238115654607,0.18225883098368434,-0.04357904145803826,0.17838238313293897,0.07245835726593919,0.19377399890290725,0.10728114797661537,0.16721069344952366,0.12935779816513748,-0.09460234995620254,0.06221124229979469,0.1358600583090379,0.12884647029784446,0.08665817295871614,-0.09091093816674467,0.06452520008652396,0.24999999999999978,0.11710514392726612,0.19356117960920027,0.032265267388634555,-0.06061877294179341,0.12498525189758913,0.20547100933959128,0.12310313614823509,0.0,-0.0579826453327984,0.014708876221498413,0.0,0.0,0.09679580216590367,0.03334102445777587,0.0
BKG,0.02066111180685337,0.062335072325992114,-0.025662162060121396,0.001713237565160508,0.016550902193971595,0.034233675418262166,-0.000900458306794194,0.10437408599005571,0.12151678666907206,0.01989745991652936,0.00860106931301119,-0.020224745103743835,-0.01330432272238713,0.06117733395873404,0.10389463990248138,-0.06948471826891811,-0.042245678800025055,0.038461402441612114,0.02842906373034859,-0.32073823911614874,-0.004181084375734168,-0.05379739468881528,0.04110027264465321,0.05937778804742,-0.062419886936019076,0.3386604324730167,-0.054796731871863735,-0.06595477744334377,0.11167651556241487,0.09833614116748013,-0.017016169372943812,0.10497234442323222,0.015297689162141692,-0.005072727515259223,-0.136284109294582,0.10171630626954964,0.13744178467859358,0.04865662215416311,0.13210624132265392,0.010518632157173302,-0.041117991790637576,0.12360539049066266,-0.02545829609461059,0.06725375642244957,-0.062226324821883616,0.011946110935690868,-0.11480266835612851,0.1325913360962574,0.0
BLND,0.05133779403902694,0.03431606550011779,-0.007130816709058352,0.013654199410876089,0.004436942789203702,0.06853492425320651,0.08432506552516283,0.07769404425637716,0.08897433232879548,-0.030687718005686926,0.0588242464133788,0.0335841461916655,-0.0024412620413601926,-0.01127958522439565,0.08374097328597618,0.011124462584293004,-0.06850935241761347,-0.005154460311602049,-0.020446567621684508,0.10141376188628648,0.07534823121234968,0.010686187113693846,0.01629613478989822,0.04542239129751313,0.036096599631093795,0.03528355415414319,0.02540372778200428,-0.006121949228634405,-0.0068353166560709555,0.11525046276248974,0.01769517232695872,0.029073620946562073,0.0902990589206929,0.041002290788766826,-0.007444377698306304,0.009012632413754051,0.07508480459924116,-0.03272343834680369,0.2044387052830241,0.0006105526211166445,-0.08044836433192548,0.053102334055205924,-0.06408647813917567,0.051159613394566206,-0.035871719964526094,0.014789864806739272,-0.06289842490388198,-0.08666126721076572,0.0
BMS,0.0,0.016362196148324015,-0.0702951498763017,0.010311795205654617,0.1008824413998759,-0.03528082673811317,0.03137037673740428,0.17205584949590702,-0.009351805305024219,0.0174427788099194,-0.044446680514327985,-0.027021545906557476,0.0,-0.01801937907307327,0.1299223290424203,-0.15847519050324188,0.06824633971108307,0.10115751230864944,-0.13823414550196245,-0.014725926892099062,0.27674898832620043,0.1328717503678829,0.025082674195981314,0.1747373203839384,-0.05940488273946265,0.07416248723216246,-0.04901554177944645,-0.0860266538983322,-0.007111304795673679,-0.04746360746058853,0.23949904111511278,0.07702770780856416,0.07620157770609115,0.11998664116343338,-0.062491994591902134,0.10191951823855971,-0.021558668733025588,0.007856115552943965,0.09769471039587141,0.05454610551189565,0.08196943578221538,0.03390339634732453,0.09259583406266403,0.022712524334847606,0.30478832116788324,-0.0454558122683314,-0.05581285195516028,-0.008505531204341499,0.0
BMY,-0.026111261078868075,-0.011391877241264337,-0.03940334218101604,-0.04683292354525237,0.01680676618563548,0.09509125949438846,-0.031202293220283228,0.02124342452078931,-0.03130755064456725,0.02790373017645731,-0.07916658096628881,0.011947132896243051,-0.05511578740351042,0.10249238408083161,0.00434988540039094,0.005875910410163554,0.10912028376375704,-0.04361262140434019,0.059403442482723,0.1098900348336862,0.06649087280196952,0.02190726445782687,0.004005889255098927,-0.045804629669248254,0.07157267308574045,0.004112826493968935,-0.1003451608449537,0.04406613523993497,0.025537544995602124,0.04303479326800752,-0.06334442992179423,-0.013253432710327084,-0.00011399502696685104,0.04339131727624146,0.003963011889035695,0.039093277910475566,0.049671946990541116,0.10898865246946454,0.08118686252501095,0.08136491250290256,-0.008279514742979277,0.024734262208921942,0.0842957328774292,-0.036907188781110656,0.07540533378303516,0.006596018139049864,0.020326359936163163,-0.031500119817876704,0.0
BNZL,-0.006394385896036026,0.010500607473159729,-0.08391311359604592,0.005860338871524817,0.03802397694797888,0.04864261270940262,-0.030911834031456586,0.06942242910200602,0.06556463085736897,0.0,0.03153117421752816,0.05714533861630455,-0.008501452046821845,-0.03889336004611943,0.09710689460830357,-0.030592577528615106,0.021980749008136513,0.14871062111823363,0.025315114537284078,-0.02194731500936209,0.06499931499550926,0.0,-0.012866410966314468,-0.033897443900456126,-0.03172901892706792,-0.005980201063302215,-0.002578235511361493,0.042121582908825506,0.007797691795408346,0.02688911434261443,0.023899845335836556,-0.035479573547474885,-0.008546662644130731,0.005013939936253431,-0.03908045977011487,0.0923963670237542,0.007067137809187329,-0.06754530477759468,0.037850188002632734,0.1523134930148422,0.017659270562559337,0.05013718667169775,-0.042104887397537816,-0.09952345746476154,-0.024333256234245315,-0.02127553447826014,-0.030401785714285756,0.09123238621831953,0.0
